game_id,season,Away,Home
2015020314,20152016,COL,WPG
2015020849,20152016,WPG,CAR
2015020606,20152016,TOR,LAK
2015020346,20152016,EDM,PIT
2015020981,20152016,PIT,NJD
2015021066,20152016,BOS,ANA
2015020086,20152016,TBL,NSH
2015020687,20152016,EDM,TBL
2015020619,20152016,TOR,SJS
2015020562,20152016,LAK,CGY
2015020201,20152016,FLA,LAK
2015020079,20152016,COL,LAK
2015020516,20152016,SJS,LAK
2015021029,20152016,WSH,SJS
2015020906,20152016,MIN,PHI
2015020646,20152016,NYR,NYI
2015020540,20152016,COL,SJS
2015020227,20152016,NYI,SJS
2015020453,20152016,NJD,BUF
2015021111,20152016,EDM,SJS
2015020239,20152016,WPG,DAL
2015020007,20152016,PHI,TBL
2015020693,20152016,VAN,BOS
2015020061,20152016,CGY,WPG
2015020871,20152016,BUF,CBJ
2015021099,20152016,OTT,NYI
2015020971,20152016,NSH,COL
2015020165,20152016,TBL,CAR
2015020528,20152016,TOR,NYI
2015020988,20152016,BOS,FLA
2015020975,20152016,CAR,TBL
2015020629,20152016,FLA,EDM
2015020797,20152016,ANA,PHI
2015020909,20152016,ARI,FLA
2015021069,20152016,NYR,SJS
2015021171,20152016,NJD,TBL
2015021050,20152016,WPG,CGY
2015020341,20152016,CGY,ARI
2015021204,20152016,NYI,NYR
2015020835,20152016,COL,BUF
2015020028,20152016,CGY,VAN
2015020022,20152016,NJD,WSH
2015020954,20152016,CHI,BOS
2015020060,20152016,CAR,DET
2015020390,20152016,NYI,OTT
2015020440,20152016,DAL,STL
2015020881,20152016,STL,ARI
2015020869,20152016,NYI,NJD
2015020454,20152016,FLA,NYI
2015021138,20152016,CGY,ARI
2015021199,20152016,CBJ,TOR
2015020170,20152016,LAK,CHI
2015020768,20152016,CHI,ARI
2015020210,20152016,ANA,SJS
2015020427,20152016,BUF,CGY
2015020657,20152016,PIT,TBL
2015020976,20152016,CBJ,PHI
2015020846,20152016,MIN,VAN
2015020531,20152016,PIT,WPG
2015020009,20152016,CAR,NSH
2015020380,20152016,DAL,VAN
2015020487,20152016,CAR,PIT
2015021201,20152016,VAN,EDM
2015020416,20152016,SJS,CGY
2015020135,20152016,PIT,WSH
2015020804,20152016,VAN,COL
2015020801,20152016,WSH,NSH
2015020002,20152016,NYR,CHI
2015021010,20152016,OTT,FLA
2015020071,20152016,SJS,NYI
2015020810,20152016,BUF,PHI
2015020520,20152016,NJD,CAR
2015020907,20152016,NJD,CBJ
2015020832,20152016,ANA,CHI
2015021032,20152016,TOR,DET
2015020109,20152016,ARI,OTT
2015020334,20152016,TBL,WSH
2015021087,20152016,CGY,TOR
2015020172,20152016,DAL,BOS
2015020839,20152016,PHI,NYR
2015020588,20152016,WSH,BOS
2015020047,20152016,CHI,PHI
2015021059,20152016,SJS,ARI
2015020754,20152016,LAK,ARI
2015020581,20152016,OTT,CHI
2015020541,20152016,OTT,BOS
2015020268,20152016,DAL,BUF
2015020130,20152016,EDM,MIN
2015020607,20152016,DET,SJS
2015020431,20152016,PHI,DAL
2015021001,20152016,NYI,TOR
2015020252,20152016,PIT,NJD
2015020663,20152016,WSH,BUF
2015020369,20152016,TOR,WPG
2015021056,20152016,FLA,TOR
2015020425,20152016,CHI,NSH
2015020873,20152016,VAN,CGY
2015020641,20152016,EDM,ARI
2015020681,20152016,OTT,SJS
2015020269,20152016,LAK,PHI
2015020706,20152016,NYI,OTT
2015020401,20152016,OTT,NYR
2015020793,20152016,FLA,DET
2015020739,20152016,COL,SJS
2015020676,20152016,LAK,ANA
2015020876,20152016,DET,OTT
2015021203,20152016,TBL,NJD
2015020514,20152016,WPG,CGY
2015021096,20152016,DAL,CHI
2015020720,20152016,PIT,WSH
2015020602,20152016,FLA,OTT
2015020517,20152016,BUF,BOS
2015020904,20152016,SJS,COL
2015021095,20152016,VAN,WPG
2015020395,20152016,COL,MIN
2015020973,20152016,WSH,BOS
2015021121,20152016,ANA,OTT
2015020208,20152016,NYR,ARI
2015020075,20152016,NJD,NYR
2015020267,20152016,SJS,BOS
2015020639,20152016,NSH,CHI
2015020175,20152016,OTT,MTL
2015020653,20152016,EDM,SJS
2015021157,20152016,NJD,FLA
2015020824,20152016,CGY,ARI
2015020433,20152016,MIN,ARI
2015020298,20152016,COL,WSH
2015020613,20152016,STL,ANA
2015020160,20152016,WSH,FLA
2015020352,20152016,CGY,SJS
2015020287,20152016,TOR,CAR
2015020405,20152016,NSH,BOS
2015020752,20152016,CHI,COL
2015020586,20152016,CAR,EDM
2015020265,20152016,TBL,FLA
2015020308,20152016,STL,BUF
2015020251,20152016,FLA,TBL
2015020714,20152016,TBL,FLA
2015020535,20152016,WSH,BUF
2015020186,20152016,BOS,WSH
2015020366,20152016,DAL,CGY
2015020658,20152016,WPG,MIN
2015021176,20152016,CGY,EDM
2015020046,20152016,OTT,CBJ
2015020507,20152016,STL,BOS
2015020169,20152016,DAL,TOR
2015020923,20152016,FLA,CBJ
2015020402,20152016,BUF,EDM
2015020050,20152016,NSH,NYI
2015020408,20152016,NYI,PHI
2015020297,20152016,SJS,PIT
2015020816,20152016,TOR,EDM
2015021180,20152016,MIN,WPG
2015021166,20152016,VAN,ANA
2015020226,20152016,ARI,LAK
2015020501,20152016,CBJ,PIT
2015020027,20152016,DAL,COL
2015020040,20152016,SJS,WSH
2015020076,20152016,STL,WPG
2015020729,20152016,CGY,DAL
2015020283,20152016,CBJ,OTT
2015021125,20152016,CBJ,NSH
2015020560,20152016,CHI,COL
2015021046,20152016,BOS,SJS
2015020911,20152016,NSH,CHI
2015020142,20152016,CHI,WPG
2015020573,20152016,DAL,NJD
2015020997,20152016,DAL,MTL
2015020977,20152016,MTL,WPG
2015020612,20152016,TBL,EDM
2015021104,20152016,ANA,TOR
2015021230,20152016,ARI,SJS
2015020310,20152016,CAR,PHI
2015021123,20152016,STL,WSH
2015021084,20152016,ARI,SJS
2015020808,20152016,VAN,ARI
2015020238,20152016,NJD,CHI
2015020875,20152016,PHI,TOR
2015020014,20152016,TOR,DET
2015020052,20152016,CHI,WSH
2015020444,20152016,MIN,SJS
2015020583,20152016,DET,NJD
2015020088,20152016,TOR,BUF
2015020593,20152016,MIN,CBJ
2015020652,20152016,DET,ARI
2015020351,20152016,OTT,ARI
2015020546,20152016,NSH,STL
2015020378,20152016,FLA,NSH
2015020884,20152016,CHI,MIN
2015020742,20152016,NSH,CGY
2015021141,20152016,CAR,NYI
2015020284,20152016,NYR,TBL
2015021187,20152016,LAK,VAN
2015021014,20152016,PHI,TBL
2015020442,20152016,CAR,ARI
2015020569,20152016,PHI,LAK
2015020004,20152016,SJS,LAK
2015020961,20152016,NYI,WPG
2015020254,20152016,ARI,CBJ
2015020185,20152016,TBL,BUF
2015020564,20152016,WPG,ARI
2015020357,20152016,EDM,TOR
2015020944,20152016,EDM,BUF
2015020008,20152016,EDM,STL
2015021102,20152016,NJD,PIT
2015021072,20152016,DET,FLA
2015020547,20152016,DET,WPG
2015020571,20152016,MIN,TBL
2015021035,20152016,STL,CGY
2015021101,20152016,FLA,BOS
2015020359,20152016,COL,NJD
2015020822,20152016,NSH,TBL
2015020407,20152016,BUF,VAN
2015020764,20152016,DET,FLA
2015020620,20152016,MIN,DAL
2015020392,20152016,MTL,CAR
2015021126,20152016,CHI,CGY
2015020811,20152016,ANA,CBJ
2015020640,20152016,TBL,COL
2015020928,20152016,OTT,CGY
2015020888,20152016,COL,VAN
2015021208,20152016,FLA,OTT
2015020070,20152016,CAR,WSH
2015020986,20152016,TBL,PHI
2015021083,20152016,COL,EDM
2015020506,20152016,WPG,EDM
2015020538,20152016,DET,MIN
2015020854,20152016,ANA,EDM
2015020763,20152016,EDM,OTT
2015021130,20152016,PIT,NYR
2015021033,20152016,FLA,NYI
2015020565,20152016,MTL,BOS
2015020798,20152016,NYI,CBJ
2015020789,20152016,EDM,NYI
2015020335,20152016,CAR,BUF
2015020240,20152016,EDM,ARI
2015021213,20152016,ANA,LAK
2015020145,20152016,PHI,BUF
2015020737,20152016,ARI,WPG
2015020253,20152016,PHI,CAR
2015021081,20152016,CGY,MTL
2015020576,20152016,WSH,CBJ
2015020139,20152016,BUF,PIT
2015020116,20152016,DET,VAN
2015020661,20152016,OTT,LAK
2015020448,20152016,EDM,BOS
2015020608,20152016,BOS,NJD
2015020733,20152016,CHI,CAR
2015020488,20152016,PHI,CBJ
2015020599,20152016,CAR,VAN
2015020766,20152016,PHI,NSH
2015020815,20152016,DAL,CHI
2015020074,20152016,BOS,ARI
2015020774,20152016,ARI,ANA
2015020484,20152016,CGY,STL
2015021119,20152016,BOS,TOR
2015020730,20152016,ARI,MIN
2015020279,20152016,SJS,PHI
2015020836,20152016,LAK,NJD
2015020651,20152016,NJD,COL
2015020788,20152016,CAR,MTL
2015020582,20152016,WPG,ANA
2015020830,20152016,TOR,VAN
2015020134,20152016,CGY,OTT
2015020991,20152016,WSH,ANA
2015020338,20152016,EDM,DET
2015021040,20152016,NYI,PIT
2015020092,20152016,ARI,NYR
2015020093,20152016,DAL,PIT
2015020234,20152016,VAN,OTT
2015020110,20152016,NYR,PHI
2015020124,20152016,ARI,BOS
2015020779,20152016,BUF,BOS
2015021044,20152016,MIN,OTT
2015020233,20152016,MIN,CAR
2015020126,20152016,BUF,PHI
2015021145,20152016,COL,STL
2015020280,20152016,COL,PIT
2015020291,20152016,CHI,CGY
2015020312,20152016,BOS,TOR
2015020205,20152016,PHI,WPG
2015021002,20152016,CHI,STL
2015020913,20152016,NYI,CGY
2015020228,20152016,MTL,PIT
2015020702,20152016,MIN,LAK
2015020709,20152016,VAN,PIT
2015020106,20152016,ANA,MIN
2015020696,20152016,CGY,CBJ
2015021079,20152016,CBJ,NJD
2015020942,20152016,MTL,SJS
2015020533,20152016,PHI,ANA
2015021142,20152016,BUF,PIT
2015020457,20152016,TBL,TOR
2015020748,20152016,OTT,PIT
2015020723,20152016,STL,CHI
2015020771,20152016,PIT,TBL
2015020842,20152016,PIT,FLA
2015021169,20152016,DAL,LAK
2015020213,20152016,BOS,NYI
2015021000,20152016,SJS,EDM
2015020561,20152016,NSH,DAL
2015020611,20152016,NSH,COL
2015020594,20152016,WPG,NSH
2015021088,20152016,LAK,NSH
2015020692,20152016,MIN,ANA
2015020056,20152016,STL,EDM
2015021078,20152016,ANA,WPG
2015020969,20152016,MIN,BUF
2015020148,20152016,COL,CAR
2015020461,20152016,STL,WPG
2015021003,20152016,NSH,CGY
2015020537,20152016,NYR,NSH
2015020327,20152016,ANA,ARI
2015020736,20152016,TOR,FLA
2015020605,20152016,ARI,CGY
2015020761,20152016,NYI,WSH
2015020833,20152016,WPG,EDM
2015021075,20152016,STL,VAN
2015020107,20152016,NJD,BUF
2015020388,20152016,WSH,WPG
2015020877,20152016,WPG,FLA
2015020419,20152016,SJS,EDM
2015020031,20152016,MTL,OTT
2015020757,20152016,DET,TBL
2015020011,20152016,MIN,COL
2015020527,20152016,CBJ,FLA
2015021227,20152016,NSH,DAL
2015020900,20152016,OTT,EDM
2015021155,20152016,NYR,CAR
2015020486,20152016,ANA,NJD
