athlete_id,total_starter,name
53,128,IFSC Climbing Worldcup (B) - Vail (USA) 2015
53,89,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
53,84,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
53,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
60,128,IFSC Climbing Worldcup (B) - Vail (USA) 2015
60,89,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
60,84,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
60,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
436,132,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015
436,128,IFSC Climbing Worldcup (B) - Vail (USA) 2015
436,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
443,132,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015
443,128,IFSC Climbing Worldcup (B) - Vail (USA) 2015
443,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
634,132,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015
634,128,IFSC Climbing Worldcup (B) - Vail (USA) 2015
634,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
775,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
849,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
1209,132,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015
1209,128,IFSC Climbing Worldcup (B) - Vail (USA) 2015
1209,89,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
1209,84,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
1211,132,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015
1211,128,IFSC Climbing Worldcup (B) - Vail (USA) 2015
1212,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
1361,132,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015
1361,128,IFSC Climbing Worldcup (B) - Vail (USA) 2015
1361,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
1479,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
1559,132,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015
1559,128,IFSC Climbing Worldcup (B) - Vail (USA) 2015
1559,89,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
2172,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
2253,132,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015
2253,128,IFSC Climbing Worldcup (B) - Vail (USA) 2015
2253,89,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
2253,84,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
2253,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
2255,89,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
2255,84,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
2255,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
2480,89,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
2480,84,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
2822,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
2823,132,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015
2823,128,IFSC Climbing Worldcup (B) - Vail (USA) 2015
3059,128,IFSC Climbing Worldcup (B) - Vail (USA) 2015
3059,210,IFSC Climbing Worldcup (B) - Munich (GER) 2015
3357,89,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
3357,84,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
3577,132,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015
3577,128,IFSC Climbing Worldcup (B) - Vail (USA) 2015
3577,89,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
3577,84,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
3578,132,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015
3578,128,IFSC Climbing Worldcup (B) - Vail (USA) 2015
