Home,Away,Year
FC Dallas,Toronto FC,2014
Sporting Kansas City,Montreal Impact,2014
Real Salt Lake,Portland Timbers,2014
Chivas USA,Seattle Sounders FC,2014
New York Red Bulls,Houston Dynamo,2014
Montreal Impact,Philadelphia Union,2014
Seattle Sounders FC,Colorado Rapids,2014
DC United,FC Dallas,2014
Columbus Crew SC,New York Red Bulls,2014
New England Revolution,Sporting Kansas City,2014
Real Salt Lake,Vancouver Whitecaps,2014
San Jose Earthquakes,Chivas USA,2014
Houston Dynamo,Portland Timbers,2014
Toronto FC,New England Revolution,2014
Vancouver Whitecaps,San Jose Earthquakes,2014
Chicago Fire FC,Real Salt Lake,2014
Colorado Rapids,LA Galaxy,2014
Seattle Sounders FC,Philadelphia Union,2014
Chivas USA,Houston Dynamo,2014
Portland Timbers,DC United,2014
FC Dallas,New York Red Bulls,2014
Sporting Kansas City,Columbus Crew SC,2014
Houston Dynamo,Columbus Crew SC,2014
Seattle Sounders FC,FC Dallas,2014
San Jose Earthquakes,Colorado Rapids,2014
Montreal Impact,Sporting Kansas City,2014
Philadelphia Union,DC United,2014
New York Red Bulls,Chicago Fire FC,2014
Columbus Crew SC,Vancouver Whitecaps,2014
San Jose Earthquakes,FC Dallas,2014
Portland Timbers,LA Galaxy,2014
Colorado Rapids,Chivas USA,2014
New England Revolution,Seattle Sounders FC,2014
Houston Dynamo,Real Salt Lake,2014
Sporting Kansas City,Philadelphia Union,2014
Toronto FC,New York Red Bulls,2014
DC United,Montreal Impact,2014
Philadelphia Union,New England Revolution,2014
FC Dallas,Chivas USA,2014
Houston Dynamo,LA Galaxy,2014
Real Salt Lake,Colorado Rapids,2014
Seattle Sounders FC,San Jose Earthquakes,2014
Portland Timbers,Columbus Crew SC,2014
Chicago Fire FC,Sporting Kansas City,2014
DC United,Houston Dynamo,2014
LA Galaxy,FC Dallas,2014
Sporting Kansas City,Toronto FC,2014
New York Red Bulls,Portland Timbers,2014
Vancouver Whitecaps,Seattle Sounders FC,2014
Columbus Crew SC,Chicago Fire FC,2014
New England Revolution,DC United,2014
Colorado Rapids,Montreal Impact,2014
Real Salt Lake,FC Dallas,2014
LA Galaxy,Philadelphia Union,2014
San Jose Earthquakes,Houston Dynamo,2014
Sporting Kansas City,New York Red Bulls,2014
Chivas USA,Portland Timbers,2014
Seattle Sounders FC,Real Salt Lake,2014
Toronto FC,Columbus Crew SC,2014
DC United,Sporting Kansas City,2014
Montreal Impact,New England Revolution,2014
FC Dallas,San Jose Earthquakes,2014
Chivas USA,Philadelphia Union,2014
Chicago Fire FC,LA Galaxy,2014
Colorado Rapids,Houston Dynamo,2014
Portland Timbers,Vancouver Whitecaps,2014
Columbus Crew SC,Real Salt Lake,2014
Colorado Rapids,Chicago Fire FC,2014
Houston Dynamo,Sporting Kansas City,2014
Toronto FC,San Jose Earthquakes,2014
DC United,Columbus Crew SC,2014
Philadelphia Union,Vancouver Whitecaps,2014
Chicago Fire FC,Seattle Sounders FC,2014
FC Dallas,Colorado Rapids,2014
Real Salt Lake,Portland Timbers,2014
New England Revolution,New York Red Bulls,2014
LA Galaxy,Chivas USA,2014
Montreal Impact,DC United,2014
Portland Timbers,FC Dallas,2014
Vancouver Whitecaps,Montreal Impact,2014
New York Red Bulls,Toronto FC,2014
Portland Timbers,Sporting Kansas City,2014
DC United,Seattle Sounders FC,2014
New England Revolution,Philadelphia Union,2014
Colorado Rapids,Vancouver Whitecaps,2014
Chivas USA,Real Salt Lake,2014
San Jose Earthquakes,LA Galaxy,2014
Columbus Crew SC,FC Dallas,2014
Montreal Impact,Houston Dynamo,2014
Chicago Fire FC,Toronto FC,2014
San Jose Earthquakes,Chivas USA,2014
Houston Dynamo,New York Red Bulls,2014
FC Dallas,Philadelphia Union,2014
Colorado Rapids,Columbus Crew SC,2014
Real Salt Lake,New England Revolution,2014
LA Galaxy,Portland Timbers,2014
Toronto FC,DC United,2014
Vancouver Whitecaps,Seattle Sounders FC,2014
Chivas USA,Montreal Impact,2014
Sporting Kansas City,Chicago Fire FC,2014
San Jose Earthquakes,DC United,2014
New York Red Bulls,Columbus Crew SC,2014
Philadelphia Union,Colorado Rapids,2014
Toronto FC,Houston Dynamo,2014
Montreal Impact,Sporting Kansas City,2014
New England Revolution,Chicago Fire FC,2014
Vancouver Whitecaps,Chivas USA,2014
LA Galaxy,Real Salt Lake,2014
Seattle Sounders FC,Portland Timbers,2014
Philadelphia Union,New York Red Bulls,2014
Columbus Crew SC,Sporting Kansas City,2014
Toronto FC,Vancouver Whitecaps,2014
LA Galaxy,New England Revolution,2014
Portland Timbers,Colorado Rapids,2014
Sporting Kansas City,LA Galaxy,2014
New York Red Bulls,San Jose Earthquakes,2014
Columbus Crew SC,Montreal Impact,2014
Chicago Fire FC,Philadelphia Union,2014
FC Dallas,New England Revolution,2014
Houston Dynamo,Toronto FC,2014
Real Salt Lake,Vancouver Whitecaps,2014
DC United,Chivas USA,2014
San Jose Earthquakes,Chicago Fire FC,2014
Real Salt Lake,Montreal Impact,2014
Colorado Rapids,Chivas USA,2014
Toronto FC,Sporting Kansas City,2014
New England Revolution,Columbus Crew SC,2014
Vancouver Whitecaps,FC Dallas,2014
Montreal Impact,Portland Timbers,2014
Seattle Sounders FC,LA Galaxy,2014
DC United,Toronto FC,2014
New England Revolution,Colorado Rapids,2014
Chicago Fire FC,Vancouver Whitecaps,2014
Real Salt Lake,New York Red Bulls,2014
Sporting Kansas City,Philadelphia Union,2014
LA Galaxy,Portland Timbers,2014
Montreal Impact,Toronto FC,2014
New York Red Bulls,New England Revolution,2014
Chicago Fire FC,Columbus Crew SC,2014
Colorado Rapids,Real Salt Lake,2014
San Jose Earthquakes,Seattle Sounders FC,2014
Houston Dynamo,DC United,2014
Chivas USA,FC Dallas,2014
LA Galaxy,San Jose Earthquakes,2014
Philadelphia Union,Montreal Impact,2014
Columbus Crew SC,Toronto FC,2014
FC Dallas,Colorado Rapids,2014
Real Salt Lake,DC United,2014
Portland Timbers,Chivas USA,2014
Chicago Fire FC,New York Red Bulls,2014
Vancouver Whitecaps,Sporting Kansas City,2014
Seattle Sounders FC,Houston Dynamo,2014
Houston Dynamo,Philadelphia Union,2014
Real Salt Lake,Seattle Sounders FC,2014
Montreal Impact,Chicago Fire FC,2014
Columbus Crew SC,LA Galaxy,2014
New England Revolution,Portland Timbers,2014
Sporting Kansas City,Toronto FC,2014
Chivas USA,Vancouver Whitecaps,2014
San Jose Earthquakes,FC Dallas,2014
DC United,Colorado Rapids,2014
Colorado Rapids,LA Galaxy,2014
Seattle Sounders FC,San Jose Earthquakes,2014
FC Dallas,Real Salt Lake,2014
New York Red Bulls,Montreal Impact,2014
Toronto FC,Chicago Fire FC,2014
Columbus Crew SC,Houston Dynamo,2014
New England Revolution,Chivas USA,2014
Sporting Kansas City,DC United,2014
LA Galaxy,Vancouver Whitecaps,2014
Portland Timbers,Seattle Sounders FC,2014
Philadelphia Union,San Jose Earthquakes,2014
LA Galaxy,DC United,2014
Sporting Kansas City,Houston Dynamo,2014
Seattle Sounders FC,Colorado Rapids,2014
Toronto FC,New England Revolution,2014
Montreal Impact,Columbus Crew SC,2014
Chicago Fire FC,FC Dallas,2014
San Jose Earthquakes,Real Salt Lake,2014
Vancouver Whitecaps,Portland Timbers,2014
DC United,New York Red Bulls,2014
Chivas USA,LA Galaxy,2014
Philadelphia Union,Toronto FC,2014
New England Revolution,Sporting Kansas City,2014
Chivas USA,Seattle Sounders FC,2014
LA Galaxy,Colorado Rapids,2014
Toronto FC,Philadelphia Union,2014
New York Red Bulls,Sporting Kansas City,2014
Houston Dynamo,Montreal Impact,2014
Real Salt Lake,FC Dallas,2014
Vancouver Whitecaps,DC United,2014
Columbus Crew SC,Chivas USA,2014
Portland Timbers,San Jose Earthquakes,2014
New England Revolution,Chicago Fire FC,2014
Montreal Impact,LA Galaxy,2014
New York Red Bulls,DC United,2014
Vancouver Whitecaps,San Jose Earthquakes,2014
Chivas USA,Sporting Kansas City,2014
Seattle Sounders FC,Real Salt Lake,2014
Philadelphia Union,New York Red Bulls,2014
New England Revolution,Montreal Impact,2014
Chicago Fire FC,Toronto FC,2014
FC Dallas,Vancouver Whitecaps,2014
Houston Dynamo,Columbus Crew SC,2014
Colorado Rapids,Portland Timbers,2014
San Jose Earthquakes,LA Galaxy,2014
Real Salt Lake,Colorado Rapids,2014
Portland Timbers,Vancouver Whitecaps,2014
Philadelphia Union,Houston Dynamo,2014
Columbus Crew SC,New England Revolution,2014
Montreal Impact,San Jose Earthquakes,2014
New York Red Bulls,Seattle Sounders FC,2014
Chicago Fire FC,DC United,2014
LA Galaxy,FC Dallas,2014
Toronto FC,Chivas USA,2014
FC Dallas,Seattle Sounders FC,2014
Sporting Kansas City,New England Revolution,2014
Toronto FC,Portland Timbers,2014
DC United,Philadelphia Union,2014
Seattle Sounders FC,Chivas USA,2014
Vancouver Whitecaps,Real Salt Lake,2014
Columbus Crew SC,Montreal Impact,2014
Colorado Rapids,San Jose Earthquakes,2014
Houston Dynamo,Chicago Fire FC,2014
LA Galaxy,New York Red Bulls,2014
Philadelphia Union,Chicago Fire FC,2014
DC United,Sporting Kansas City,2014
New York Red Bulls,Houston Dynamo,2014
Vancouver Whitecaps,FC Dallas,2014
New England Revolution,Columbus Crew SC,2014
LA Galaxy,Toronto FC,2014
San Jose Earthquakes,Portland Timbers,2014
Colorado Rapids,Seattle Sounders FC,2014
Chicago Fire FC,Montreal Impact,2014
Chivas USA,Real Salt Lake,2014
Toronto FC,Houston Dynamo,2014
Portland Timbers,San Jose Earthquakes,2014
Sporting Kansas City,Chicago Fire FC,2014
Seattle Sounders FC,Vancouver Whitecaps,2014
Montreal Impact,New England Revolution,2014
New York Red Bulls,Toronto FC,2014
Philadelphia Union,Columbus Crew SC,2014
Real Salt Lake,San Jose Earthquakes,2014
Chivas USA,Colorado Rapids,2014
Houston Dynamo,DC United,2014
FC Dallas,LA Galaxy,2014
Houston Dynamo,New England Revolution,2014
Portland Timbers,Real Salt Lake,2014
Toronto FC,Montreal Impact,2014
Colorado Rapids,FC Dallas,2014
DC United,Chicago Fire FC,2014
Philadelphia Union,Sporting Kansas City,2014
San Jose Earthquakes,Vancouver Whitecaps,2014
New York Red Bulls,Columbus Crew SC,2014
LA Galaxy,Seattle Sounders FC,2014
Real Salt Lake,Chivas USA,2014
Chicago Fire FC,Houston Dynamo,2014
Seattle Sounders FC,LA Galaxy,2014
Montreal Impact,DC United,2014
New England Revolution,Toronto FC,2014
FC Dallas,Portland Timbers,2014
Vancouver Whitecaps,Colorado Rapids,2014
Columbus Crew SC,Philadelphia Union,2014
Chivas USA,San Jose Earthquakes,2014
Sporting Kansas City,New York Red Bulls,2014
