athlete_id,total_starter,name
41,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
49,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
49,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
49,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
49,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
49,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
58,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
58,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
58,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
58,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
58,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
58,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
61,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
61,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
61,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
61,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
61,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
71,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
306,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
306,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
306,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
306,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
306,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
306,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
437,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
437,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
437,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
437,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
438,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
438,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
438,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
438,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
438,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
438,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
444,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
444,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
444,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
444,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
444,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
444,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
445,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
445,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
445,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
445,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
445,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
445,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
446,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
446,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
447,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
447,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
447,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
447,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
447,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
447,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
764,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
764,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
764,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
772,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
772,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
772,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
772,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
772,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
772,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
773,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
773,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
773,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
773,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
773,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
773,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
774,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
774,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
774,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
774,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
775,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
775,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
775,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
777,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
777,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
845,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
845,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
845,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
845,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
845,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
845,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
848,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
848,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
848,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
848,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
848,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
848,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
851,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
851,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
851,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
1119,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
1119,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
1119,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
1119,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
1119,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1119,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
1121,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
1121,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
1121,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
1121,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
1121,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1121,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
1122,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
1122,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
1122,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
1122,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
1122,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1122,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
1124,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
1199,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
1199,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
1199,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
1199,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
1199,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
1202,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
1202,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
1202,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
1202,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
1202,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1202,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
1203,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
1203,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
1203,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
1207,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
1207,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
1207,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
1207,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
1207,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1207,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
1210,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
1210,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
1210,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
1210,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
1210,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1210,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
1213,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
1213,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
1213,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
1213,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
1213,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1213,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
1214,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
1214,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
1214,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
1214,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
1214,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1214,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
1353,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1356,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
1356,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
1356,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1361,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
1476,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
1476,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
2032,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
2032,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
2032,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
2032,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
2032,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
2032,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
2034,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
2034,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
2034,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
2035,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
2035,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
2035,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
2035,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
2035,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
2035,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
2251,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
2251,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
2251,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
2251,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
2251,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
2251,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
2253,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
2253,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
2253,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
2253,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
2254,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
2254,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
2254,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
2254,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
2254,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
2254,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
2823,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
2823,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
2823,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
2823,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
2823,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
2823,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
3058,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
3058,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
3058,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
3058,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
3058,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
3059,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
3059,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
3124,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
3124,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
3124,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
3124,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
3124,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
3124,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
3129,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
3133,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
3136,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
3136,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
3136,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
3353,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
3353,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
3577,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
3577,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
3577,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
3579,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
3579,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
3579,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
3579,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
3579,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
4535,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
4535,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
4535,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
4535,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
4535,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
4535,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
4582,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
4582,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
4582,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
4582,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
4690,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
4702,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
4702,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
4702,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
4702,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
4716,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
4716,105,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009
4716,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
4716,68,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009
4716,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
4716,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
4735,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
4783,85,IFSC Climbing Worldcup (L) - Brno (CZE) 2009
4783,110,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009
4786,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
4787,130,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009"
4787,93,IFSC Climbing Worldcup (L) - Imst (AUT) 2009
