athlete_id,total_starter,name
41,133,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010
41,128,IFSC Climbing Worldcup (B) - Wien (AUT) 2010
41,97,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010"
41,106,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2010
43,133,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010
43,128,IFSC Climbing Worldcup (B) - Wien (AUT) 2010
43,97,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010"
43,106,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2010
43,86,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010
43,104,IFSC Climbing Worldcup (B) - Munich (GER) 2010
47,97,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010"
47,106,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2010
47,104,IFSC Climbing Worldcup (B) - Munich (GER) 2010
53,133,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010
53,97,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010"
53,106,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2010
53,104,IFSC Climbing Worldcup (B) - Munich (GER) 2010
58,97,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010"
60,133,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010
60,128,IFSC Climbing Worldcup (B) - Wien (AUT) 2010
60,89,IFSC Climbing Worldcup (B) - Vail (USA) 2010
60,97,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010"
60,106,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2010
60,86,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010
60,104,IFSC Climbing Worldcup (B) - Munich (GER) 2010
61,133,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010
61,128,IFSC Climbing Worldcup (B) - Wien (AUT) 2010
61,97,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010"
309,133,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010
309,128,IFSC Climbing Worldcup (B) - Wien (AUT) 2010
